poids_kg,volume_m3,valeur_marchandise,distance_km,mode_transport,type_marchandise,port_origine,destination,mois,type_conteneur,incoterm,volume_annuel_tonnes,cout_mad_kg,cout_mad_m3,cout_total,ratio_valeur_cout
225174.83,1043.76,6068502.69,2000,maritime,fragile,Tanger-Med,Amerique_Nord,8,40_std,EXW,0,0.612,131.995,137806.99596,44.03624538598498
679.36,0.83,3266.98,100,routier,vrac,Tanger-Med,Moyen_Orient,3,40_hc,DAT,0,0.346,283.237,235.05856,13.898579145554198
561.23,1.73,2407.79,800,routier,general,Casablanca,Afrique_Ouest,10,40_std,FOB,0,0.944,305.806,529.80112,4.544705379256277
381.97,0.92,13069.43,3000,aerien,perissable,Tanger-Med,Amerique_Nord,9,40_hc,FCA,0,13.526,5629.74,5166.526220000001,2.5296358604369957
308.44,0.71,34063.04,500,aerien,perissable,Tanger-Med,Amerique_Nord,5,20_std,EXW,100,6.716,2933.68,2071.48304,16.443793814503064
3430.26,16.51,49510.44,11000,maritime,perissable,Tanger-Med,Moyen_Orient,9,40_std,DDP,0,3.375,701.083,11577.1275,4.276573787409701
807.01,1.75,12296.38,250,routier,perissable,Casablanca,Amerique_Nord,12,20_std,DDP,0,0.854,393.227,689.1865399999999,17.841874857277393
8158.48,38.73,206100.6,2500,routier,fragile,Jorf Lasfar,Europe_Sud,1,20_reefer,FOB,0,2.339,492.851,19082.684719999997,10.800398530086914
90453.69,334.46,561701.61,7000,maritime,general,Tanger-Med,Moyen_Orient,5,20_std,EXW,500,0.974,263.316,88101.89406,6.375590627114833
2980.24,7.22,36242.56,8000,aerien,perissable,Casablanca,Europe_Sud,12,40_std,FOB,1000,23.586,9734.618,70291.94063999999,0.5156005036995093
12043.81,47.97,165880.26,2000,aerien,general,Casablanca,Europe_Sud,4,40_hc,CIF,0,9.413,2363.373,113368.38352999999,1.463196835263194
20429.59,103.98,180564.06,2000,maritime,general,Agadir,Asie,7,40_std,EXW,0,0.547,107.531,11174.98573,16.15787835104466
144300.18,279.76,2705676.9,5000,maritime,dangereux,Tanger-Med,Europe_Nord,11,20_reefer,FOB,0,1.279,659.607,184559.93021999998,14.660153462210168
624.6,2.95,1322.79,250,routier,general,Casablanca,Europe_Nord,1,palette,DAT,500,0.424,89.653,264.8304,4.994857085893463
1318.99,6.57,12775.35,500,routier,general,Casablanca,Amerique_Nord,3,40_hc,DAT,1000,0.598,120.068,788.7560199999999,16.19683359120353
12073.2,36.19,653880.23,3000,aerien,perissable,Tanger-Med,Europe_Sud,5,20_std,FCA,0,12.52,4176.744,151156.464,4.32585026598664
71320.81,309.15,319836.5,2000,maritime,general,Tanger-Med,Amerique_Sud,8,40_std,EXW,100,0.336,77.473,23963.79216,13.346656399977723
4109.94,16.43,16983.55,250,routier,general,Tanger-Med,Amerique_Nord,8,20_reefer,FOB,0,0.512,128.152,2104.28928,8.07091979292885
2196.11,11.2,118225.24,1500,routier,fragile,Tanger-Med,Europe_Nord,3,20_std,FOB,0,1.738,340.676,3816.8391800000004,30.97464536087685
117793.31,463.96,16082178.64,2000,maritime,fragile,Agadir,Afrique_Ouest,11,palette,FOB,0,0.652,165.5,76801.23812,209.3999918969015
1277.16,4.68,4594.7,50,routier,general,Casablanca,Asie,5,palette,FCA,0,0.424,115.614,541.51584,8.484885686815735
7910.71,38.2,56571.95,800,routier,general,Tanger-Med,Amerique_Nord,12,40_std,FOB,0,1.152,238.584,9113.13792,6.207735523879792
4925.37,7.19,15115.55,12000,maritime,vrac,Nador,Amerique_Nord,9,40_hc,FCA,1000,1.159,793.726,5708.50383,2.647900474475113
84312.44,365.64,762916.71,3000,maritime,general,Casablanca,Asie,11,40_std,FOB,0,0.728,167.974,61379.45632,12.429512344041564
37812.24,117.03,612892.4,1000,maritime,perissable,Tanger-Med,Europe_Nord,2,20_reefer,EXW,500,0.319,103.187,12062.10456,50.81139837176142
1531.8,4.88,17207.19,800,routier,perissable,Tanger-Med,Amerique_Sud,12,20_reefer,EXW,5000,1.034,324.694,1583.8812,10.86393979548466
32334.4,207.36,195982.82,11000,maritime,fragile,Agadir,Amerique_Nord,11,20_std,EXW,0,2.422,377.637,78313.9168,2.5025286437978287
1815.16,2.14,10800.61,1500,routier,vrac,Casablanca,Europe_Nord,7,40_std,FOB,0,1.375,1163.795,2495.8450000000003,4.327436198962676
9299.52,40.93,148835.89,800,routier,general,Tanger-Med,Moyen_Orient,7,40_std,CIF,0,0.969,220.15,9011.23488,16.51670298044656
110821.65,391.08,1443402.18,3000,maritime,perissable,Casablanca,Europe_Sud,2,palette,FOB,5000,0.579,164.096,64165.735349999995,22.494905920220237
147514.19,336.15,1743650.51,5000,maritime,dangereux,Casablanca,Europe_Nord,6,20_std,CIF,0,1.399,614.135,206372.35181,8.449050925219478
25541.78,27.3,100465.98,1000,aerien,vrac,Mohammedia,Afrique_Ouest,8,palette,FOB,10000,6.204,5805.123,158461.20312,0.6340099533632773
78629.74,413.46,2458431.63,7000,maritime,fragile,Tanger-Med,Afrique_Ouest,3,40_std,CIF,0,1.721,327.204,135321.78254000001,18.167301552307794
2125.12,3.92,14281.06,7000,maritime,dangereux,Agadir,Asie,9,palette,FOB,0,2.069,1122.355,4396.87328,3.248003544919084
1126.34,3.9,24322.03,3000,routier,fragile,Agadir,Amerique_Nord,8,40_std,CIF,0,3.5,1010.071,3942.1899999999996,6.169674723947857
371.64,1.35,1909.64,250,routier,general,Tanger-Med,Amerique_Sud,12,40_hc,DDP,0,0.733,201.324,272.41211999999996,7.010113940598533
3718.58,16.41,34656.71,50,routier,general,Jorf Lasfar,Europe_Sud,3,vrac,FCA,0,0.318,72.144,1182.50844,29.30779081796659
2137.39,8.11,15847.67,800,routier,general,Agadir,Europe_Nord,7,20_reefer,FCA,0,1.229,323.903,2626.85231,6.0329505163539245
2041.75,10.82,17671.56,6000,aerien,general,Tanger-Med,Amerique_Nord,8,20_std,CIF,5000,14.652,2765.983,29915.720999999998,0.5907114857769934
4623.74,14.0,109918.22,1500,routier,dangereux,Casablanca,Europe_Sud,1,20_std,FOB,0,1.762,581.851,8147.02988,13.491815007311597
143.4,1.08,3397.24,2000,aerien,fragile,Casablanca,Afrique_Ouest,3,40_std,FOB,0,12.08,1602.917,1732.2720000000002,1.9611469792272804
13969.38,39.94,137822.22,2000,maritime,dangereux,Tanger-Med,Europe_Nord,10,40_hc,DDP,5000,0.574,200.781,8018.424119999999,17.188192834080223
33803.93,112.16,433342.34,5000,maritime,dangereux,Tanger-Med,Afrique_Ouest,12,20_std,CIF,100,1.504,453.324,50841.11072,8.5234632733846
210518.64,748.64,861705.61,3000,maritime,general,Tanger-Med,Europe_Nord,9,20_std,EXW,0,0.519,145.85,109259.17416000001,7.886803251305116
185505.3,545.5,4222741.34,11000,maritime,dangereux,Casablanca,Europe_Nord,7,40_std,EXW,0,3.431,1166.663,636468.6843,6.634641175856514
3203.17,8.67,180004.65,500,routier,perissable,Agadir,Europe_Sud,1,40_std,EXW,10000,0.646,238.789,2069.24782,86.99037798188908
1488.93,3.24,17866.06,1500,routier,dangereux,Tanger-Med,Amerique_Nord,5,20_std,DDP,100,2.825,1299.153,4206.227250000001,4.2475260936032395
108340.71,351.11,937565.1,5000,maritime,general,Tanger-Med,Amerique_Nord,12,40_std,FCA,0,0.955,294.679,103465.37805,9.061631220705717
4685.84,14.41,26455.42,1500,routier,perissable,Casablanca,Afrique_Ouest,11,20_reefer,EXW,0,2.522,820.363,11817.688479999999,2.2386289877900047
1529.57,4.11,23666.35,500,routier,perissable,Tanger-Ville,Europe_Nord,10,40_std,FCA,0,0.843,313.201,1289.42751,18.354153154371584
178062.91,476.14,2355572.31,9000,maritime,perissable,Tanger-Med,Amerique_Nord,3,40_std,CIF,0,1.492,557.878,265669.86172,8.866539451443805
328.78,1.05,1581.85,250,routier,general,Agadir,Asie,2,20_std,FOB,0,0.612,191.907,201.21335999999997,7.861555515001589
17533.57,60.63,197499.54,4000,aerien,general,Casablanca,Europe_Sud,1,vrac,CIF,0,11.658,3371.37,204406.35906,0.9662103513229126
4072.72,12.92,42243.58,2000,aerien,general,Casablanca,Afrique_Ouest,2,40_std,DAT,0,10.047,3166.509,40918.61784,1.0323804231409006
13035.89,97.71,516506.2,4000,aerien,fragile,Tanger-Med,Europe_Nord,1,40_std,CIF,1000,10.975,1464.266,143068.89275,3.610192195326122
1083.74,6.25,67429.63,500,routier,fragile,Jorf Lasfar,Amerique_Nord,6,20_std,EXW,0,0.827,143.5,896.25298,75.23504133843997
8272.8,8.57,18270.78,250,routier,vrac,Tanger-Med,Amerique_Nord,9,20_reefer,CIF,0,0.486,468.816,4020.5807999999997,4.544313597677231
278.48,0.62,15715.75,12000,aerien,dangereux,Tanger-Med,Europe_Nord,3,20_std,DAT,500,44.86,20028.148,12492.6128,1.2580034498467765
1137.42,4.67,9618.18,250,routier,general,Tanger-Med,Europe_Sud,10,20_std,EXW,0,0.424,103.313,482.26608000000004,19.94372069460079
17873.47,98.73,2855745.86,8000,aerien,fragile,Casablanca,Amerique_Nord,10,20_reefer,CIF,0,26.346,4769.678,470894.44062,6.064513856311408
44.01,0.11,4057.89,12000,aerien,perissable,Tanger-Med,Europe_Nord,1,40_std,DDP,0,47.083,19078.488,2072.12283,1.9583250284443805
457.49,3.03,5835.58,500,aerien,general,Casablanca,Europe_Nord,6,20_std,FOB,0,7.157,1080.877,3274.2559300000003,1.7822614129006096
666.45,2.88,16876.94,1200,routier,fragile,Casablanca,Europe_Nord,6,palette,FCA,5000,1.329,307.971,885.71205,19.054657775063575
100.0,0.39,420.63,250,routier,general,Tanger-Med,Amerique_Sud,2,40_std,FOB,500,0.481,122.503,48.1,8.744906444906444
20237.54,89.72,271014.81,500,aerien,general,Casablanca,Asie,4,20_std,EXW,10000,5.047,1138.442,102138.86438,2.6533955673494636
4995.16,22.7,102990.58,500,routier,fragile,Agadir,Europe_Nord,12,40_std,FOB,0,1.085,238.787,5419.7486,19.002833452459402
973.37,5.27,22653.98,2500,routier,fragile,Casablanca,Europe_Sud,11,20_std,FCA,10000,2.424,447.436,2359.44888,9.60138623558566
739.17,3.67,19716.38,500,maritime,fragile,Casablanca,Asie,11,vrac,DDP,0,0.415,83.479,306.75554999999997,64.27391452249194
141.19,0.57,3652.75,5000,aerien,general,Tanger-Med,Amerique_Sud,12,20_reefer,DAT,500,14.033,3475.752,1981.31927,1.843594848799911
3517.31,15.31,122818.37,5000,maritime,fragile,Tanger-Ville,Asie,5,20_std,FOB,0,1.299,298.587,4568.9856899999995,26.880883052185705
3544.96,17.18,62588.33,11000,maritime,fragile,Tanger-Med,Europe_Sud,6,20_std,CIF,100,1.853,382.319,6568.81088,9.52810655434793
4857.38,39.29,74471.58,100,routier,fragile,Casablanca,Afrique_Ouest,6,40_std,FOB,0,0.504,62.318,2448.11952,30.41991185136255
242344.59,1679.26,8601916.26,7000,maritime,fragile,Tanger-Med,Europe_Sud,2,20_reefer,CIF,0,1.415,204.166,342917.59485,25.084499568366198
20625.57,75.25,1383113.07,6000,aerien,perissable,Casablanca,Europe_Sud,5,40_hc,EXW,0,19.842,5438.872,409252.55993999995,3.3796076198100673
1845.79,6.77,9188.61,1200,routier,general,Casablanca,Amerique_Nord,5,40_std,EXW,0,1.0,272.93,1845.79,4.978144859382704
41044.48,184.66,1992553.63,11000,maritime,fragile,Casablanca,Moyen_Orient,10,40_std,CIF,0,2.351,522.469,96495.57248,20.64917155046656
199.17,0.37,6966.3,8000,aerien,dangereux,Tanger-Med,Europe_Sud,2,20_std,DAT,1000,22.569,12043.332,4495.06773,1.5497653024240416
133282.14,668.82,554894.56,500,maritime,general,Casablanca,Asie,7,vrac,DAT,0,0.336,67.057,44782.799040000005,12.390796732119583
2117.69,8.39,75504.72,3000,maritime,fragile,Casablanca,Europe_Sud,10,palette,EXW,0,0.55,138.703,1164.7295000000001,64.82597032186443
4908.51,22.9,288228.3,3000,maritime,perissable,Casablanca,Europe_Sud,2,40_std,CIF,5000,0.61,130.774,2994.1911,96.26249306532237
1199.74,3.42,39403.26,500,routier,perissable,Tanger-Med,Europe_Sud,1,20_std,DDP,0,0.99,347.746,1187.7426,33.17491517101433
945.85,3.61,1970.8,500,routier,general,Casablanca,Amerique_Nord,12,40_hc,DDP,100,0.89,233.496,841.8065,2.3411555981095415
8390.93,32.02,120933.91,3000,aerien,general,Casablanca,Europe_Sud,6,palette,DDP,1000,10.913,2860.189,91570.21909,1.3206685667218927
66.78,0.28,1400.4,3000,aerien,general,Tanger-Med,Europe_Sud,1,40_hc,EXW,0,9.407,2206.169,628.19946,2.2292282772735907
35.49,0.17,463.59,12000,aerien,fragile,Tanger-Med,Europe_Sud,4,20_std,CIF,0,28.038,5739.735,995.06862,0.46588746814264925
405.25,2.15,3514.49,1000,aerien,general,Casablanca,Amerique_Sud,4,40_std,EXW,100,4.724,889.168,1914.401,1.8358170519133659
153554.6,523.62,1107934.39,11000,maritime,general,Tanger-Med,Europe_Sud,6,20_reefer,DAT,0,2.022,593.037,310487.40119999996,3.5683714885626734
2047.52,2.44,4725.97,3000,maritime,vrac,Agadir,Europe_Nord,12,20_std,EXW,1000,0.494,415.001,1011.47488,4.672355283801018
26524.77,98.93,369910.84,5000,maritime,general,Tanger-Med,Europe_Sud,5,40_hc,FCA,0,0.804,215.466,21325.915080000002,17.345602222101693
123504.06,327.01,1507087.76,9000,maritime,dangereux,Casablanca,Europe_Nord,4,40_hc,FOB,0,2.428,917.103,299867.85768,5.02583962035794
82911.57,110.92,306211.6,3000,maritime,vrac,Tanger-Med,Asie,6,20_std,CIF,0,0.679,507.677,56296.95603000001,5.439221258016566
189143.19,489.08,5601024.93,3000,maritime,perissable,Tanger-Med,Europe_Sud,10,20_reefer,CIF,500,0.714,275.966,135048.23765999998,41.47425414096293
4877.92,18.51,407327.34,3000,aerien,fragile,Casablanca,Amerique_Nord,5,40_std,CIF,100,16.125,4250.55,78656.46,5.178561811706247
11815.27,20.48,49901.3,500,routier,vrac,Casablanca,Europe_Sud,7,20_std,DDP,0,1.075,620.516,12701.41525,3.9287984069334323
4043.48,28.43,124138.97,2500,routier,fragile,Tanger-Med,Asie,5,palette,DAT,0,3.157,449.046,12765.26636,9.724745767075401
1604.61,4.35,20709.4,1500,routier,perissable,Casablanca,Asie,9,20_reefer,FCA,0,2.193,808.405,3518.90973,5.885175122125114
3213.03,13.77,8739.44,1000,maritime,general,Casablanca,Europe_Sud,3,20_reefer,FCA,0,0.32,74.767,1028.1696000000002,8.499998443836501
3225.26,8.99,81026.62,100,routier,perissable,Tanger-Med,Europe_Sud,2,40_std,FCA,1000,0.352,126.172,1135.29152,71.37076122967957
935.2,4.7,18721.22,500,routier,fragile,Agadir,Europe_Sud,1,40_hc,DAT,0,0.905,180.151,846.3560000000001,22.119793562047175
20805.59,92.52,138033.97,1000,maritime,fragile,Tanger-Med,Europe_Nord,5,40_hc,FCA,0,0.393,88.329,8176.59687,16.881591717753352
228.69,1.21,6662.37,800,routier,fragile,Nador,Europe_Nord,11,20_std,DDP,0,1.585,298.818,362.47364999999996,18.380287780918696
109448.32,412.35,1963665.76,1000,maritime,perissable,Casablanca,Europe_Sud,12,palette,EXW,10000,0.344,91.307,37650.22208,52.15548943715553
5457.19,18.52,90724.96,800,routier,perissable,Agadir,Amerique_Nord,8,palette,DDP,1000,1.429,421.142,7798.3245099999995,11.633904165396165
9062.27,37.45,68679.71,50,routier,general,Tanger-Med,Europe_Sud,9,20_std,EXW,10000,0.246,59.431,2229.31842,30.807492273804478
111.01,0.59,989.9,3000,aerien,general,Agadir,Europe_Nord,3,40_std,EXW,0,8.985,1682.439,997.42485,0.9924557223534184
762.06,3.84,52142.8,1200,routier,fragile,Casablanca,Europe_Sud,7,20_std,EXW,1000,1.443,286.552,1099.65258,47.417521632150404
925.13,3.66,15096.74,500,routier,general,Tanger-Med,Moyen_Orient,4,40_std,DAT,0,0.668,169.06,617.98684,24.42890207823843
248635.39,1071.2,2688557.95,12000,maritime,general,Agadir,Europe_Sud,7,20_reefer,FOB,0,2.083,483.45,517907.5173700001,5.191193137440518
153636.98,737.33,3897778.27,11000,maritime,fragile,Agadir,Europe_Sud,5,20_std,CIF,0,2.243,467.337,344607.74614,11.310768006986391
238.37,1.41,1338.9,500,routier,general,Tanger-Med,Amerique_Nord,6,40_std,EXW,0,0.699,118.312,166.62063,8.035619598845594
242405.46,374.38,939114.28,500,maritime,vrac,Agadir,Europe_Sud,8,palette,FCA,1000,0.2,129.498,48481.092000000004,19.370732820952135
682.83,3.54,4268.59,1500,routier,general,Tanger-Med,Asie,10,40_std,FCA,0,1.589,306.415,1085.0168700000002,3.9341231625274173
193.22,0.21,533.29,2500,routier,vrac,Tanger-Med,Asie,10,20_reefer,FOB,500,2.246,2113.233,433.97212,1.2288577432117067
37451.91,73.23,553568.65,9000,maritime,perissable,Mohammedia,Europe_Nord,9,20_std,EXW,0,2.155,1101.931,80708.86605,6.85883320002363
205642.35,998.46,1150357.88,1000,maritime,general,Casablanca,Asie,8,40_hc,DDP,10000,0.502,103.316,103232.4597,11.143373734802134
4895.88,12.84,25333.99,12000,maritime,dangereux,Tanger-Med,Asie,6,palette,FCA,0,3.699,1409.878,18109.86012,1.3989058906104903
234496.27,1361.27,23213699.41,2000,maritime,fragile,Casablanca,Europe_Sud,12,40_std,EXW,1000,0.395,68.108,92626.02665,250.61745871617825
130.58,0.36,6058.16,6000,aerien,perissable,Tanger-Ville,Afrique_Ouest,5,40_hc,DDP,0,27.509,10054.25,3592.1252200000004,1.6865113627636843
107883.79,307.07,492870.31,11000,maritime,dangereux,Casablanca,Afrique_Ouest,4,40_hc,FOB,10000,2.92,1025.938,315020.66679999995,1.5645650014223134
1746.97,2.07,8866.91,250,routier,vrac,Tanger-Med,Europe_Sud,2,20_reefer,FOB,0,0.45,380.632,786.1365000000001,11.279097205129133
2406.54,8.5,18054.39,11000,maritime,general,Tanger-Med,Asie,8,20_std,FOB,500,2.517,713.034,6057.2611799999995,2.98061936962738
940.94,6.23,109421.42,500,routier,fragile,Casablanca,Afrique_Ouest,3,20_reefer,DAT,0,0.896,135.299,843.0822400000001,129.78736214393507
2320.32,8.8,9809.01,3000,routier,general,Casablanca,Asie,6,20_std,FOB,0,3.83,1009.447,8886.8256,1.1037698320534162
4358.57,19.42,66401.86,250,routier,perissable,Casablanca,Europe_Sud,1,40_hc,DAT,0,0.709,159.154,3090.2261299999996,21.48770258440602
8607.35,36.29,63666.39,3000,routier,general,Casablanca,Europe_Sud,5,20_std,EXW,0,2.254,534.621,19400.9669,3.2816091243369936
482.72,1.47,68069.37,1000,aerien,perissable,Agadir,Moyen_Orient,3,20_reefer,DAT,0,11.186,3661.624,5399.70592,12.606125409140798
299.08,1.25,4841.01,6000,aerien,general,Tanger-Ville,Amerique_Nord,1,20_std,DDP,0,17.613,4201.413,5267.69604,0.918999494891129
198034.6,844.87,2839953.33,5000,maritime,general,Tanger-Ville,Amerique_Nord,7,40_hc,FOB,5000,0.822,192.569,162784.4412,17.44609809797965
2085.02,6.61,25688.51,500,routier,perissable,Tanger-Med,Afrique_Ouest,8,20_std,EXW,0,0.996,314.191,2076.67992,12.369990075312135
4776.9,12.61,54627.44,250,routier,dangereux,Tanger-Med,Europe_Sud,10,20_std,EXW,0,0.475,179.713,2269.0274999999997,24.07526572507385
869.31,2.07,23120.68,1200,routier,dangereux,Agadir,Europe_Nord,9,palette,DAT,0,2.073,868.859,1802.07963,12.829999082781931
1756.66,4.77,36377.17,250,routier,perissable,Agadir,Amerique_Nord,4,20_std,CIF,0,0.652,240.527,1145.3423200000002,31.760958592711383
105297.88,411.71,874315.4,5000,maritime,general,Casablanca,Europe_Sud,2,20_std,CIF,0,0.791,202.195,83290.62308,10.49716483883458
103951.47,146.78,439824.31,2000,maritime,vrac,Casablanca,Amerique_Nord,8,20_reefer,FCA,1000,0.412,291.874,42828.005639999996,10.269549175299867
29845.0,98.17,353692.11,12000,maritime,general,Tanger-Ville,Afrique_Ouest,9,20_std,DDP,0,2.348,713.729,70076.06,5.047260219824002
1930.81,5.92,23328.49,50,routier,general,Tanger-Med,Europe_Sud,4,palette,FOB,100,0.28,91.228,540.6268,43.150820492065876
19373.87,74.57,1344452.08,2000,aerien,perissable,Agadir,Asie,6,20_std,CIF,100,16.335,4244.063,316472.16645,4.248247468588718
88213.1,427.04,8616487.98,2000,maritime,fragile,Tanger-Med,Moyen_Orient,12,40_hc,DDP,10000,0.528,108.98,46576.516800000005,184.99640101897873
81996.17,361.87,207878.82,3000,maritime,general,Tanger-Med,Afrique_Ouest,5,40_hc,FOB,0,0.659,149.353,54035.47603,3.8470803863111636
44601.88,150.54,136026.51,2000,maritime,general,Tanger-Med,Amerique_Nord,9,20_reefer,DAT,5000,0.34,100.676,15164.6392,8.969979978158664
877.97,4.4,23218.27,500,routier,fragile,Tanger-Med,Afrique_Ouest,12,40_hc,EXW,0,0.912,181.99,800.7086400000001,28.99715182291526
1881.11,5.32,67965.87,2000,routier,perissable,Tanger-Med,Asie,11,40_std,DDP,5000,3.51,1241.391,6602.696099999999,10.29365413319568
1479.47,3.85,35335.83,1200,routier,perissable,Casablanca,Asie,4,palette,DAT,1000,1.522,585.272,2251.75334,15.692584694911565
154304.94,205.09,471199.92,5000,maritime,vrac,Casablanca,Europe_Nord,7,40_std,FOB,0,1.112,836.378,171587.09328000003,2.7461268268650274
4031.52,12.07,23841.66,100,routier,general,Tanger-Med,Europe_Nord,2,vrac,FCA,0,0.339,113.178,1366.6852800000001,17.444879482421875
6721.05,15.25,45281.38,1200,routier,dangereux,Tanger-Med,Europe_Sud,1,40_std,CIF,500,1.531,674.679,10289.92755,4.4005538211977
16059.27,54.15,113028.22,250,routier,general,Tanger-Med,Europe_Sud,1,40_std,FOB,1000,0.346,102.704,5556.50742,20.34159436072525
1762.28,7.37,11465.77,1500,routier,general,Casablanca,Amerique_Nord,5,40_hc,DDP,10000,1.579,377.293,2782.64012,4.1204645608286565
2012.59,8.25,35207.97,2000,aerien,general,Tanger-Ville,Europe_Sud,7,40_hc,FOB,0,11.227,2737.706,22595.34793,1.5581955236570681
2534.78,5.45,47963.57,3000,maritime,dangereux,Tanger-Med,Amerique_Nord,12,40_hc,FOB,100,0.771,358.243,1954.3153800000002,24.54238987772792
1228.6,4.3,13083.6,500,routier,general,Casablanca,Moyen_Orient,5,20_std,DAT,0,0.677,193.437,831.7622,15.729976668812313
4727.46,18.0,93940.51,2000,routier,perissable,Casablanca,Europe_Sud,4,20_std,CIF,0,2.842,746.34,13435.44132,6.99199287634565
5873.16,7.16,7696.83,100,routier,vrac,Tanger-Med,Afrique_Ouest,9,20_std,FCA,0,0.371,304.354,2178.94236,3.532369713533863
1199.42,5.48,22030.59,800,routier,fragile,Casablanca,Europe_Sud,2,40_hc,DAT,10000,0.808,176.986,969.1313600000001,22.732305350226206
24000.0,98.57,270999.0,100,routier,general,Casablanca,Amerique_Sud,2,palette,DDP,0,0.585,142.391,14040.0,19.301923076923078
8333.25,30.98,52901.31,1200,routier,general,Agadir,Europe_Sud,10,40_std,CIF,0,1.211,325.685,10091.56575,5.2421310340271035
1744.17,5.07,72559.73,2500,routier,perissable,Casablanca,Europe_Sud,1,40_std,FCA,0,2.45,842.505,4273.2165,16.980120244317128
25982.94,188.74,104668.05,3000,maritime,general,Tanger-Med,Asie,5,20_reefer,CIF,5000,0.501,68.901,13017.45294,8.040593692363293
2319.69,3.93,8330.22,3000,maritime,vrac,Tanger-Med,Amerique_Sud,12,40_std,EXW,0,0.558,329.096,1294.3870200000001,6.435648589863021
7113.2,7.44,18971.54,2500,routier,vrac,Casablanca,Amerique_Nord,5,palette,DDP,0,2.652,2534.864,18864.2064,1.0056898020369414
3426.03,10.29,59342.81,800,routier,perissable,Casablanca,Moyen_Orient,1,20_std,EXW,10000,0.95,316.165,3254.7285,18.232798834065573
